alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity,quality
10.3,0.031,0.33,0.99239,8.6,38.0,2.83,1.2,0.3100000023841858,95.0,0.22,5
9.4,0.08,0.65,0.9956,6.0,11.0,3.04,9.7,0.47999998927116394,159.0,0.45,5
9.8,0.059,0.31,0.9984,6.6,52.0,3.51,12.4,0.4699999988079071,181.0,0.25,6
10.8,0.049,0.37,0.99226,7.1,28.0,3.15,1.5,0.5199999809265137,129.0,0.2,5
10.3,0.046,0.14,0.9937,5.6,48.0,3.3,5.0,0.7099999785423279,198.0,0.35,5
12.5,0.026,0.41,0.991,7.8,29.0,3.02,1.7,0.7799999713897705,140.0,0.16,6
12.1,0.048,0.34,0.99084,7.7,4.0,3.18,1.2,0.3400000035762787,119.0,0.3,6
9.4,0.04,0.29,0.9966,7.6,21.0,3.04,10.5,0.3499999940395355,145.0,0.31,5
10.2,0.043,0.34,0.9927,8.3,20.0,3.0,1.1,0.4699999988079071,116.0,0.22,6
10.7,0.042,0.33,0.99215,6.6,24.0,3.29,1.4,0.46000000834465027,183.0,0.27,5
9.5,0.047,0.19,0.9973,5.9,50.0,3.35,12.4,0.3799999952316284,162.0,0.25,5
9.5,0.042,0.28,0.99505,6.3,36.0,3.22,5.0,0.6899999976158142,168.0,0.3,6
10.4,0.046,0.54,0.99454,6.2,58.0,3.19,7.0,0.699999988079071,176.0,0.25,5
10.2,0.043,0.22,0.99238,6.3,45.0,3.19,1.5,0.47999998927116394,155.0,0.18,5
9.2,0.044,0.19,0.9964,7.2,51.0,3.16,8.0,0.4399999976158142,172.0,0.25,5
11.6,0.04,0.34,0.9912,5.9,50.0,3.31,3.6,0.5199999809265137,194.0,0.28,6
10.2,0.039,0.32,0.9926,6.6,25.0,3.39,1.1,0.5400000214576721,78.0,0.2,7
9.1,0.054,0.27,0.9939,6.4,5.0,3.24,1.1,0.5199999809265137,110.0,0.43,4
11.8,0.036,0.29,0.99081,6.2,16.0,3.33,2.0,0.6100000143051147,87.0,0.26,6
10.6,0.049,0.3,0.9932,6.3,14.0,3.28,4.8,0.38999998569488525,85.0,0.36,5
9.8,0.047,0.23,0.9936,6.3,13.0,3.28,2.9,0.4300000071525574,100.0,0.27,5
10.6,0.038,0.32,0.99074,5.7,38.0,3.24,0.9,0.46000000834465027,121.0,0.21,6
9.8,0.043,0.02,0.99226,6.5,32.0,3.14,0.9,0.4699999988079071,99.0,0.48,4
11.4,0.025,0.42,0.9928,7.3,51.0,3.04,7.35,0.3199999928474426,175.0,0.3,6
10.9,0.044,0.24,0.9929,8.0,20.0,3.28,1.2,0.41999998688697815,102.0,0.27,5
9.8,0.05,0.29,0.99556,7.0,24.0,3.29,8.9,0.46000000834465027,90.0,0.22,6
9.0,0.051,0.28,0.99792,7.0,29.0,2.96,14.7,0.38999998569488525,149.0,0.15,7
11.94,0.035,0.22,0.99172,6.3,23.0,3.2,7.3,0.38999998569488525,117.0,0.41,7
9.6,0.346,0.3,0.9954,6.2,79.0,3.29,6.6,0.5799999833106995,200.0,0.37,5
10.5,0.043,0.24,0.99273,6.8,70.0,3.18,1.9,0.5199999809265137,154.0,0.26,5
10.8,0.043,0.37,0.99216,7.0,16.0,3.18,1.5,0.5,104.0,0.18,5
10.4,0.038,0.24,0.9952,6.6,28.0,3.35,7.2,0.6000000238418579,137.0,0.26,6
10.8,0.045,0.24,0.99402,6.8,39.0,3.53,1.6,0.5799999833106995,164.0,0.25,5
10.7,0.035,0.29,0.99142,6.4,44.0,3.17,1.1,0.550000011920929,140.0,0.105,7
10.7,0.061,0.35,0.9965,7.4,12.0,3.48,5.7,0.6899999976158142,94.0,0.37,6
12.5,0.029,0.36,0.99076,7.2,21.0,3.13,2.0,0.6299999952316284,63.0,0.24,6
10.0,0.05,0.34,0.99754,6.3,25.0,3.21,11.4,0.49000000953674316,96.0,0.15,6
9.1,0.048,0.28,0.9936,6.9,36.0,3.19,1.2,0.4300000071525574,159.0,0.2,6
9.5,0.045,0.42,0.99544,6.3,62.0,3.2,7.1,0.5299999713897705,209.0,0.26,6
11.7,0.028,0.25,0.9909,6.7,24.0,3.14,2.5,0.36000001430511475,84.0,0.37,6
9.7,0.043,0.07,0.9944,5.3,34.0,3.34,6.9,0.5699999928474426,149.0,0.58,5
13.3,0.041,0.4,0.98916,6.6,35.0,3.11,2.65,0.38999998569488525,86.0,0.33,7
11.6,0.037,0.44,0.9911,7.6,49.0,3.06,3.8,0.3700000047683716,146.0,0.24,6
10.2,0.047,0.29,0.9933,8.2,47.0,3.13,1.8,0.5,187.0,0.23,6
8.7,0.042,0.27,0.99786,6.4,45.0,3.14,11.0,0.46000000834465027,148.0,0.28,5
13.0,0.032,0.28,0.98946,5.8,46.0,3.16,4.3,0.5699999928474426,115.0,0.32,8
11.1,0.037,0.33,0.99268,5.6,25.0,3.25,7.4,0.49000000953674316,95.0,0.32,6
9.0,0.062,0.3,0.99808,6.8,19.0,3.0,12.8,0.5199999809265137,171.0,0.18,7
9.2,0.051,0.26,0.99416,6.0,16.0,3.15,5.1,0.4099999964237213,119.0,0.33,5
11.4,0.034,0.26,0.9945,8.5,73.0,3.05,9.25,0.3700000047683716,142.0,0.21,6
11.4,0.041,0.38,0.99043,6.9,22.0,3.03,1.0,0.5400000214576721,81.0,0.14,6
9.9,0.051,0.28,0.9962,6.5,86.0,3.16,12.4,0.5099999904632568,213.0,0.35,6
8.9,0.044,0.34,0.99976,7.8,66.0,3.22,13.7,0.75,184.0,0.25,5
9.3,0.066,0.06,0.9934,6.0,27.0,3.26,1.4,0.550000011920929,128.0,0.36,5
9.4,0.054,0.32,0.9962,7.1,64.0,3.4,9.6,0.4099999964237213,162.0,0.12,5
11.4,0.027,0.26,0.9931,7.4,23.0,2.98,8.8,0.4099999964237213,112.0,0.22,6
10.5,0.036,0.38,0.99142,5.5,17.0,3.29,1.7,0.38999998569488525,98.0,0.375,6
9.0,0.038,0.8,0.99778,7.4,77.0,2.95,12.3,0.47999998927116394,183.0,0.21,5
9.0,0.049,0.2,0.998,7.4,44.0,3.27,11.5,0.4399999976158142,157.0,0.44,5
9.8,0.045,0.25,0.99691,6.6,45.0,3.33,11.6,0.4300000071525574,178.0,0.26,6
9.4,0.05,0.52,0.99628,6.6,29.0,3.07,10.1,0.4000000059604645,140.0,0.36,5
9.5,0.061,0.23,0.9958,6.8,50.5,3.32,4.6,0.6000000238418579,238.5,0.3,5
13.2,0.015,0.25,0.98963,7.0,14.0,2.82,5.7,0.5899999737739563,73.0,0.36,6
9.3,0.032,0.38,0.9983,7.0,60.0,3.18,14.9,0.6100000143051147,181.0,0.3,7
12.8,0.044,0.34,0.99105,7.3,34.0,3.36,2.7,0.5299999713897705,108.0,0.3,8
10.7,0.024,0.26,0.9948,6.9,36.0,3.16,5.2,0.7200000286102295,135.0,0.25,7
11.2,0.044,0.32,0.99644,7.1,31.0,3.17,16.2,0.3700000047683716,170.0,0.26,5
9.4,0.042,0.47,0.99604,6.9,36.0,3.15,8.4,0.550000011920929,156.0,0.25,6
10.9,0.039,0.29,0.9915,6.6,13.0,3.05,1.4,0.49000000953674316,67.0,0.26,6
12.0,0.027,0.3,0.99085,7.5,29.0,3.15,4.6,0.3799999952316284,92.0,0.26,7
9.8,0.039,0.29,0.99564,7.0,41.0,3.19,10.3,0.3799999952316284,98.0,0.12,8
9.7,0.045,0.3,0.9966,7.4,44.0,3.11,10.4,0.5699999928474426,174.0,0.18,6
11.2,0.033,0.29,0.99132,6.9,14.0,3.1,2.3,0.5799999833106995,82.0,0.15,7
10.9,0.058,0.36,0.995,7.9,31.0,3.25,5.9,0.5199999809265137,132.0,0.18,6
8.9,0.06,0.12,0.99556,6.4,33.0,3.22,4.7,0.47999998927116394,196.0,0.62,5
10.9,0.039,0.28,0.99469,6.7,29.0,3.11,10.2,0.44999998807907104,115.0,0.18,7
10.1,0.068,0.34,0.99138,4.9,32.0,3.24,1.0,0.4000000059604645,143.0,0.345,5
9.2,0.041,0.28,0.9954,7.9,44.0,3.45,1.8,0.4300000071525574,178.0,0.14,6
12.1,0.048,0.34,0.99084,7.7,4.0,3.18,1.2,0.3400000035762787,119.0,0.3,6
10.6,0.037,0.16,0.99167,6.6,28.0,2.95,1.4,0.44999998807907104,160.0,0.41,6
8.7,0.042,0.27,1.0001,6.8,41.0,3.3,18.15,0.36000001430511475,146.0,0.21,5
8.7,0.048,0.4,1.001,6.8,48.0,2.93,22.0,0.5,167.0,0.28,5
8.6,0.057,0.49,1.0024,6.9,59.0,2.98,23.5,0.4699999988079071,235.0,0.27,5
9.0,0.052,0.49,0.9956,6.6,19.0,3.11,7.4,0.3799999952316284,184.0,0.46,5
8.8,0.05,0.25,1.0001,6.5,44.0,3.3,17.1,0.3700000047683716,138.0,0.22,5
12.1,0.059,0.28,0.99177,6.5,29.0,3.23,3.7,0.4099999964237213,151.0,0.22,7
11.0,0.027,0.28,0.99089,6.8,32.0,3.15,1.1,0.44999998807907104,112.0,0.18,7
10.8,0.043,0.33,0.9925,6.9,63.0,3.44,1.6,0.5199999809265137,149.0,0.19,5
9.5,0.048,0.29,0.99784,6.9,52.0,3.0,13.65,0.6000000238418579,189.0,0.38,6
12.2,0.042,0.4,0.98972,6.4,23.0,3.11,1.5,0.46000000834465027,87.0,0.15,7
9.7,0.038,0.32,0.9958,6.5,48.0,3.45,7.6,0.5400000214576721,203.0,0.24,7
9.2,0.045,0.31,0.9986,7.4,39.0,3.1,14.5,0.5,193.0,0.19,6
9.4,0.048,0.56,0.9993,8.4,55.0,3.07,13.8,0.5799999833106995,190.0,0.35,6
11.1,0.052,0.38,0.9912,7.2,23.0,3.13,2.0,0.5199999809265137,156.0,0.28,5
13.5,0.028,0.13,0.99079,5.4,12.0,3.48,5.0,0.8799999952316284,107.0,0.5,7
12.2,0.031,0.02,0.9896,5.2,24.0,3.44,1.6,0.3499999940395355,104.0,0.36,6
14.0,0.036,0.18,0.98746,5.0,33.0,3.21,1.9,0.8299999833106995,106.0,0.455,7
9.0,0.055,0.28,0.9986,7.2,55.0,3.12,14.4,0.3799999952316284,205.0,0.25,7
9.4,0.05,0.49,0.9956,8.9,17.0,3.13,1.6,0.3400000035762787,131.0,0.32,5
9.4,0.051,0.22,0.99676,6.6,35.0,3.1,12.3,0.6700000166893005,146.0,0.24,5
12.9,0.032,0.4,0.9907,8.3,35.0,3.02,1.6,0.6000000238418579,110.0,0.21,7
9.3,0.052,0.47,0.9958,6.0,69.0,2.91,10.6,0.3400000035762787,148.0,0.11,4
9.9,0.06,0.19,0.99588,6.6,15.0,3.13,10.5,0.3799999952316284,82.0,0.35,4
9.8,0.036,0.16,0.9942,6.0,36.0,3.17,6.3,0.6200000047683716,191.0,0.36,5
12.9,0.03,0.3,0.98892,5.9,38.0,3.41,2.0,0.4099999964237213,142.0,0.3,7
10.8,0.039,0.4,0.992,7.9,38.0,3.21,1.2,0.5400000214576721,107.0,0.21,6
11.6,0.028,0.27,0.99186,5.3,40.0,3.37,6.3,0.4000000059604645,132.0,0.36,6
9.9,0.053,0.3,0.99361,6.9,24.0,3.29,1.3,0.5400000214576721,186.0,0.3,4
9.4,0.079,0.65,0.99307,5.7,17.0,3.2,1.2,0.41999998688697815,137.0,0.255,5
10.3,0.039,0.41,0.99678,6.5,47.0,3.28,14.2,0.7200000286102295,129.0,0.18,7
9.6,0.05,0.33,0.9942,7.1,33.0,3.28,4.6,0.4000000059604645,131.0,0.145,6
10.5,0.053,0.49,0.9942,6.4,25.0,3.01,5.8,0.9800000190734863,120.0,0.24,6
10.5,0.048,0.49,0.9947,8.5,23.0,2.88,8.8,0.3400000035762787,108.0,0.17,4
9.1,0.058,0.28,0.9952,6.9,14.0,3.29,5.0,0.36000001430511475,146.0,0.19,6
12.2,0.029,0.25,0.99074,6.5,54.0,3.17,4.8,0.4399999976158142,128.0,0.28,7
10.6,0.029,0.34,0.99497,9.0,21.0,3.08,6.7,0.5,162.0,0.26,6
10.7,0.042,0.33,0.99215,6.6,24.0,3.29,1.4,0.46000000834465027,183.0,0.27,5
9.3,0.053,0.28,0.99372,7.0,16.0,3.18,2.7,0.5600000023841858,92.0,0.23,5
9.6,0.031,0.33,0.99692,7.8,47.0,3.07,10.4,0.5799999833106995,194.0,0.32,6
11.0,0.022,0.27,0.99221,5.1,44.0,3.36,6.7,0.38999998569488525,129.0,0.33,7
11.1,0.049,0.49,0.9941,7.5,61.0,3.14,7.7,0.30000001192092896,209.0,0.23,7
11.5,0.034,0.31,0.99084,6.4,53.0,3.38,1.2,0.3499999940395355,138.0,0.14,7
9.4,0.045,0.7,0.9976,8.3,33.0,3.09,10.6,0.5699999928474426,169.0,0.39,5
10.9,0.048,0.3,0.9951,7.7,25.0,2.97,8.0,0.4699999988079071,192.0,0.34,5
12.3,0.03,0.49,0.9903,7.1,30.0,3.13,3.0,0.38999998569488525,96.0,0.25,7
10.0,0.049,0.34,0.99335,7.9,13.0,3.09,2.6,0.5099999904632568,135.0,0.51,5
9.2,0.056,0.28,0.9983,7.6,68.0,2.99,12.0,0.30000001192092896,143.0,0.22,6
10.5,0.055,0.4,0.99532,6.8,41.0,2.98,9.85,0.5600000023841858,103.0,0.19,6
10.5,0.034,0.33,0.99144,6.7,9.0,3.08,3.6,0.4000000059604645,45.0,0.27,6
11.3,0.04,0.33,0.9906,6.4,42.0,3.19,1.4,0.47999998927116394,115.0,0.25,7
11.0,0.044,0.38,0.99326,6.4,35.0,2.97,9.1,0.30000001192092896,127.0,0.22,7
9.0,0.076,0.27,0.9967,6.8,47.0,3.05,10.7,0.3799999952316284,154.0,0.25,5
11.5,0.047,0.38,0.99158,7.5,30.0,3.22,1.4,0.5199999809265137,95.0,0.305,7
9.5,0.05,0.35,0.997,6.7,64.0,3.15,13.1,0.5,205.0,0.24,5
9.1,0.043,0.31,0.9988,6.8,28.0,3.17,14.35,0.5400000214576721,162.0,0.39,5
11.4,0.043,0.37,0.99128,7.8,10.0,3.08,1.0,0.3799999952316284,80.0,0.25,5
10.4,0.03,0.32,0.9946,6.0,34.0,3.52,6.3,0.4099999964237213,129.0,0.24,5
11.5,0.032,0.35,0.99458,8.9,32.0,3.15,4.6,0.44999998807907104,148.0,0.3,7
9.7,0.054,0.38,1.0002,8.3,32.0,3.22,14.8,0.5,126.0,0.22,5
9.4,0.053,0.28,0.99489,6.0,37.0,3.06,7.7,0.5,132.0,0.25,6
9.1,0.2,0.44,0.9942,6.4,75.0,3.02,3.6,0.4099999964237213,181.0,0.29,5
10.6,0.041,0.22,0.99437,6.8,110.0,3.29,4.8,0.6700000166893005,198.0,0.26,5
8.8,0.06,0.17,0.99916,6.3,51.0,3.13,17.75,0.47999998927116394,190.0,0.32,6
10.9,0.033,0.3,0.99225,5.9,28.0,3.39,2.0,0.6899999976158142,92.0,0.24,7
13.4,0.04,0.31,0.9896,6.9,21.0,3.18,4.2,0.47999998927116394,93.0,0.33,7
11.3,0.033,0.49,0.9955,7.8,37.0,3.14,13.0,0.3499999940395355,158.0,0.43,6
10.3,0.042,0.39,0.995,7.4,36.0,3.36,4.7,0.5600000023841858,137.0,0.13,7
9.8,0.053,0.29,0.9963,7.6,65.0,3.11,8.6,0.3199999928474426,146.0,0.23,6
9.6,0.045,0.32,0.99636,6.5,41.0,3.18,9.9,0.5199999809265137,128.0,0.25,6
10.3,0.048,0.34,0.99716,8.3,50.0,3.18,10.2,0.5099999904632568,118.0,0.27,5
8.8,0.047,0.27,0.99742,6.6,54.0,3.04,10.3,0.44999998807907104,219.0,0.24,5
9.5,0.039,0.47,0.9959,9.5,21.0,2.9,1.3,0.6399999856948853,123.0,0.21,5
11.94,0.035,0.22,0.99172,6.3,23.0,3.2,7.3,0.38999998569488525,117.0,0.41,7
10.7,0.045,0.35,0.9933,6.9,51.0,3.1,6.9,0.4399999976158142,125.0,0.19,7
9.3,0.054,0.24,0.9943,6.4,25.0,3.36,1.6,0.5,117.0,0.33,5
9.3,0.05,0.41,0.9979,8.3,15.0,3.39,8.2,0.49000000953674316,122.0,0.4,5
10.2,0.03,0.37,0.9932,7.0,26.0,3.28,2.0,0.6100000143051147,136.0,0.2,6
9.0,0.142,0.49,0.9937,6.8,52.0,3.08,1.4,0.49000000953674316,148.0,0.29,6
9.5,0.049,0.26,0.99907,7.4,67.0,3.06,15.6,0.6800000071525574,210.0,0.33,5
10.7,0.043,0.35,0.9938,6.8,21.0,3.3,5.5,0.5299999713897705,114.0,0.22,7
9.2,0.063,0.27,0.9969,7.7,39.0,3.09,8.8,0.6299999952316284,184.0,0.34,6
9.6,0.048,0.2,0.9929,6.3,48.0,3.17,2.0,0.5099999904632568,191.0,0.36,5
9.1,0.047,0.4,0.99945,7.1,47.0,3.34,14.55,0.7799999713897705,156.0,0.17,6
11.0,0.041,0.49,0.9927,6.9,15.0,3.25,1.4,0.6299999952316284,164.0,0.21,5
11.0,0.041,0.4,0.99268,6.5,49.0,3.21,7.3,0.4300000071525574,115.0,0.21,6
8.8,0.038,0.36,0.99924,6.5,43.0,3.26,16.3,0.4099999964237213,133.0,0.23,5
9.6,0.057,0.3,0.9978,6.9,50.0,3.39,9.6,0.3799999952316284,185.0,0.16,6
9.0,0.053,0.29,0.99839,6.7,55.0,3.03,14.9,0.5199999809265137,136.0,0.24,5
11.0,0.037,0.29,0.992,7.2,37.0,3.27,2.2,0.6399999856948853,102.0,0.24,7
8.8,0.039,0.36,0.99946,6.2,37.0,3.23,17.2,0.4300000071525574,130.0,0.23,6
9.6,0.047,0.3,0.99705,6.8,69.0,3.16,13.0,0.5,160.0,0.27,6
8.8,0.037,0.46,0.9986,7.0,61.0,2.94,15.55,0.3499999940395355,171.0,0.26,6
10.1,0.047,0.26,0.99622,7.0,30.0,3.38,7.3,0.5799999833106995,220.0,0.16,6
9.2,0.058,0.4,0.99322,7.0,30.0,3.03,1.1,0.3799999952316284,93.0,0.2,6
9.4,0.044,0.17,0.99578,6.4,60.0,3.21,8.4,0.4699999988079071,198.0,0.27,5
10.9,0.058,0.24,0.99567,7.5,25.0,3.15,9.9,0.46000000834465027,115.0,0.29,5
12.1,0.115,0.48,0.9918,6.4,29.0,3.24,2.2,0.5799999833106995,104.0,0.225,6
11.6,0.039,0.33,0.99051,6.0,45.0,3.31,1.1,0.44999998807907104,126.0,0.2,7
11.3,0.027,0.49,0.9919,7.8,28.0,3.03,3.2,0.3199999928474426,87.0,0.26,7
12.0,0.033,0.41,0.9908,8.1,11.0,2.99,1.45,0.5600000023841858,63.0,0.27,5
10.4,0.053,0.31,0.99587,7.1,32.0,3.31,7.4,0.5899999737739563,211.0,0.2,6
10.7,0.056,0.49,0.9948,7.7,20.0,3.32,2.0,0.49000000953674316,124.0,0.16,6
12.066667,0.041,0.29,0.99005,6.2,22.0,3.1,3.9,0.5899999737739563,79.0,0.35,6
9.8,0.049,0.38,0.9958,6.9,44.0,3.3,8.1,0.5400000214576721,176.0,0.18,6
12.9,0.038,0.4,0.9906,7.7,28.0,3.18,2.0,0.3199999928474426,152.0,0.38,6
10.3,0.045,0.49,0.9931,7.8,21.0,3.16,3.1,0.3499999940395355,116.0,0.26,5
9.9,0.047,0.24,0.99251,7.0,29.0,3.3,1.8,0.4300000071525574,91.0,0.24,6
9.3,0.061,0.27,0.99772,7.2,46.0,2.99,11.2,0.5899999737739563,149.0,0.19,6
10.5,0.047,0.24,0.99383,7.4,21.0,3.52,1.4,0.6399999856948853,106.0,0.18,7
9.2,0.067,0.26,0.9986,7.6,32.0,3.03,15.3,0.4399999976158142,166.0,0.23,4
9.4,0.065,0.39,0.9974,7.5,29.0,3.16,12.4,0.38999998569488525,119.0,0.33,5
11.0,0.037,0.49,0.9938,7.4,15.0,3.2,6.7,0.3799999952316284,110.0,0.19,7
11.6,0.038,0.29,0.9912,6.5,26.0,3.32,2.7,0.4099999964237213,107.0,0.28,7
10.7,0.04,0.33,0.9936,6.9,16.0,3.26,4.8,0.6399999856948853,131.0,0.24,6
9.2,0.04,0.25,0.9971,6.9,28.0,3.28,9.8,0.6100000143051147,191.0,0.38,5
11.9,0.044,0.23,0.98924,4.8,38.0,3.28,1.1,0.3400000035762787,180.0,0.29,6
10.1,0.038,0.3,0.99555,7.7,67.0,3.1,7.8,0.5,196.0,0.25,5
11.8,0.033,0.38,0.991,5.7,23.0,3.42,4.75,0.41999998688697815,94.0,0.32,7
10.9,0.053,0.67,0.9959,7.3,10.0,3.19,8.3,0.5,100.0,0.35,5
10.8,0.046,0.26,0.99526,6.3,60.0,3.26,12.7,0.3499999940395355,143.0,0.2,6
9.8,0.053,0.26,0.99676,6.7,44.0,3.2,14.8,0.3499999940395355,95.0,0.11,6
12.7,0.027,0.33,0.98945,5.9,35.0,3.37,2.1,0.41999998688697815,138.0,0.32,6
9.3,0.056,0.22,0.99715,7.8,44.0,3.08,9.5,0.6100000143051147,213.0,0.29,6
11.0,0.036,0.3,0.99269,6.9,28.0,3.24,1.8,0.47999998927116394,117.0,0.32,6
11.2,0.045,0.28,0.9913,5.7,57.0,3.22,3.7,0.27000001072883606,151.0,0.15,6
12.8,0.035,0.28,0.98868,6.3,18.0,3.1,2.5,0.4699999988079071,73.0,0.36,7
13.4,0.069,0.29,0.99014,6.7,20.0,3.22,4.3,0.5899999737739563,114.0,0.53,6
8.9,0.047,0.31,0.9962,7.4,52.0,3.13,7.6,0.44999998807907104,177.0,0.26,6
11.1,0.051,0.39,0.9906,6.2,42.0,3.23,1.3,0.4000000059604645,135.0,0.25,6
10.9,0.045,0.33,0.9942,7.5,30.0,3.32,5.0,0.4399999976158142,131.0,0.38,6
10.6,0.035,0.31,0.99478,7.2,36.0,3.12,10.5,0.4000000059604645,122.0,0.21,6
9.7,0.032,0.41,0.99622,6.0,50.0,3.14,12.4,0.6000000238418579,179.0,0.42,5
10.0,0.05,0.44,0.99855,7.7,44.0,3.11,13.9,0.47999998927116394,130.0,0.2,6
10.4,0.053,0.31,0.99587,7.1,32.0,3.31,6.85,0.5899999737739563,211.0,0.2,6
9.1,0.053,0.45,0.9959,6.5,52.0,3.23,8.0,0.47999998927116394,196.0,0.22,6
8.8,0.056,0.41,0.9995,6.7,75.0,3.2,15.6,0.4399999976158142,155.0,0.19,6
10.4,0.033,0.49,0.9923,8.2,28.0,3.0,1.1,0.6800000071525574,81.0,0.18,7
10.5,0.047,0.32,0.9933,7.2,27.0,3.26,1.5,0.4399999976158142,132.0,0.25,5
11.1,0.027,0.44,0.993,7.2,25.0,3.02,7.1,0.3400000035762787,126.0,0.26,8
11.9,0.03,0.32,0.99044,5.7,33.0,3.33,1.6,0.5199999809265137,122.0,0.21,6
12.8,0.034,0.39,0.9917,8.0,22.0,3.29,3.9,0.6700000166893005,122.0,0.57,7
13.1,0.038,0.23,0.98898,6.1,13.0,2.97,4.2,0.699999988079071,95.0,0.28,6
9.4,0.079,0.65,0.99307,5.7,17.0,3.2,1.2,0.41999998688697815,137.0,0.255,5
9.7,0.048,0.32,0.9938,6.4,41.0,3.5,2.4,0.5,200.0,0.17,6
12.2,0.031,0.37,0.9897,6.3,6.0,3.3,1.8,0.3400000035762787,61.0,0.24,4
11.5,0.035,0.34,0.9928,7.0,32.0,3.19,5.7,0.46000000834465027,83.0,0.2,6
9.4,0.05,0.24,0.997,6.0,55.0,3.34,12.1,0.38999998569488525,164.0,0.21,5
10.8,0.04,0.27,0.99411,5.7,24.0,3.33,11.5,0.3100000023841858,120.0,0.25,6
10.5,0.03,0.3,0.99192,7.5,27.0,3.05,1.2,0.6800000071525574,80.0,0.23,5
9.5,0.061,0.31,0.99388,6.7,30.5,3.16,1.35,0.5299999713897705,218.0,0.25,5
10.0,0.046,0.21,0.99466,7.3,35.0,3.38,1.6,0.46000000834465027,133.0,0.21,6
10.9,0.032,0.3,0.993,7.1,24.0,2.99,6.2,0.38999998569488525,134.0,0.09,6
9.2,0.048,0.44,0.99528,6.4,49.0,3.15,7.1,0.47999998927116394,179.0,0.28,5
8.7,0.056,0.55,0.99806,6.3,58.0,3.29,12.9,0.49000000953674316,252.0,0.695,5
9.6,0.047,0.53,0.9992,7.2,59.0,3.09,18.15,0.5199999809265137,182.0,0.29,5
10.4,0.031,0.26,0.9944,7.7,23.0,3.13,7.8,0.5,90.0,0.31,5
11.9,0.034,0.01,0.9906,6.6,56.0,3.15,2.7,0.30000001192092896,122.0,0.55,5
9.3,0.098,0.21,0.99657,7.0,13.0,3.03,10.7,0.4699999988079071,91.0,0.39,5
10.2,0.034,0.28,0.99405,7.1,23.0,3.35,2.7,0.6399999856948853,111.0,0.21,4
10.4,0.052,0.33,0.9938,6.3,23.0,3.23,6.9,0.46000000834465027,118.0,0.23,6
9.0,0.05,0.34,0.9983,7.3,38.0,3.03,15.4,0.41999998688697815,174.0,0.24,6
9.6,0.053,0.32,0.9948,7.9,47.0,3.29,1.6,0.7599999904632568,150.0,0.17,6
11.6,0.031,0.22,0.993,6.9,10.0,3.0,4.2,0.8600000143051147,102.0,0.41,4
9.2,0.052,0.48,0.99782,6.1,25.0,3.07,15.8,0.44999998807907104,94.0,0.25,6
10.4,0.034,0.3,0.99152,6.4,33.0,3.03,2.8,0.49000000953674316,125.0,0.17,6
10.4,0.055,0.21,0.9986,6.6,41.0,3.35,16.3,0.5400000214576721,182.0,0.54,6
11.8,0.032,0.39,0.9912,6.4,23.0,3.32,1.8,0.5,118.0,0.23,6
9.0,0.048,0.34,0.9962,7.3,29.0,3.1,7.5,0.5400000214576721,152.0,0.24,5
10.4,0.056,0.36,0.993,7.8,21.0,3.2,1.4,0.5299999713897705,153.0,0.22,6
11.0,0.036,0.32,0.99096,6.2,74.0,3.22,1.1,0.4099999964237213,184.0,0.16,6
8.9,0.044,0.2,0.99862,5.7,41.0,3.22,16.0,0.46000000834465027,113.0,0.22,6
10.8,0.042,0.36,0.99144,6.0,14.0,3.22,1.7,0.5400000214576721,61.0,0.17,6
10.2,0.041,0.62,0.99358,6.8,7.0,2.96,6.4,0.5899999737739563,113.0,0.21,5
9.8,0.051,0.36,0.9972,7.0,72.0,3.16,13.0,0.49000000953674316,177.0,0.23,5
10.1,0.059,0.24,0.99773,5.7,23.0,3.3,17.8,0.5,124.0,0.26,5
12.7,0.039,0.28,0.98946,6.4,34.0,3.22,2.5,0.3799999952316284,137.0,0.31,6
13.6,0.04,0.3,0.99021,7.1,49.0,3.17,6.2,0.27000001072883606,139.0,0.37,6
11.4,0.036,0.36,0.99056,6.6,38.0,3.05,1.9,0.5400000214576721,110.0,0.17,6
10.9,0.033,0.23,0.9944,5.9,22.0,3.38,7.9,0.5899999737739563,130.0,0.21,6
12.5,0.027,0.22,0.9893,5.1,18.0,3.51,1.6,0.3799999952316284,89.0,0.33,7
10.0,0.043,0.19,0.99438,5.0,17.0,3.67,5.0,0.5699999928474426,101.0,0.24,5
9.8,0.042,0.37,0.9958,7.0,36.0,3.26,7.2,0.5600000023841858,167.0,0.21,6
10.8,0.03,0.27,0.99402,6.0,39.0,3.15,12.0,0.3400000035762787,98.0,0.16,5
11.0,0.093,0.26,0.9924,6.2,40.0,3.44,1.7,0.6600000262260437,161.0,0.2,5
9.5,0.117,0.2,0.99459,6.4,57.0,3.24,5.3,0.4300000071525574,181.0,0.38,6
9.5,0.049,0.42,0.9966,6.6,77.0,3.24,11.3,0.5199999809265137,231.0,0.25,6
11.1,0.034,0.29,0.98936,5.8,34.0,3.14,0.9,0.36000001430511475,89.0,0.22,7
12.4,0.027,0.37,0.99086,6.9,38.0,3.19,6.1,0.3400000035762787,112.0,0.24,6
12.4,0.037,0.33,0.98987,6.2,37.0,3.18,3.5,0.3700000047683716,155.0,0.3,6
